college_name,college_link,duration,fees,rank,placement,c_type
"Indian Institute of Information Technology Design and Manufacturing - Kancheepuram (IIITDM Kancheepuram), Chennai",https://www.collegesearch.in/colleges/indian-institute-of-information-technology-design-and-manufacturing-kancheepuram-iiitdm-kancheepuram-chennai,4 Years,,,,Autonomous
"Assam Engineering College, Guwahati",https://www.collegesearch.in/colleges/assam-engineering-college-guwahati,4 Years,"Rs 64,000/-",,"Average -Rs.
                                2.4 L.P.A/-",
"Indian Institute of Technology (IIT), Bhubaneswar",https://www.collegesearch.in/colleges/indian-institute-of-technology-iit-bhubaneswar,4 Years,"Rs 8,38,100/-",,"Average -Rs.
                                11.1 L.P.A/-Highest -Rs.
                                39 L.P.A/-",Autonomous
"Jaipur Engineering College & Research Centre, Jaipur",https://www.collegesearch.in/colleges/jaipur-engineering-college-research-centre-jaipur,4 Years,,,,
"National Institute of Technology (NIT) - Arunachal Pradesh, Itanagar",https://www.collegesearch.in/colleges/national-institute-of-technology-nit-arunachal-pradesh,4 Years,"Rs 2,24,800/-",,"Average -Rs.
                                5 L.P.A/-Highest -Rs.
                                6.5 L.P.A/-",Autonomous
"Ambedkar Institute of Advanced Communication Technologies & Research, Delhi",https://www.collegesearch.in/colleges/ambedkar-institute-of-advanced-communication-technologies-research-delhi,4 Years,"Rs 1,60,000/-",,"Average -Rs.
                                3.75 L.P.A/-",
"GB Pant Engineering College, New delhi",https://www.collegesearch.in/colleges/gb-pant-engineering-college,4 Years,"Rs 1,57,450/-",,,Autonomous
"National Institute of Technology (NIT) - Nagaland, Dimapur",https://www.collegesearch.in/colleges/national-institute-of-technology-nit-nagaland,4 Years,"Rs 7,43,000/-",,"Average -Rs.
                                4.5 L.P.A/-Highest -Rs.
                                17 L.P.A/-",Autonomous
"Bipin Chandra Tripathi Kumaon Engineering College, Almora",https://www.collegesearch.in/colleges/bipin-chandra-tripathi-kumaon-engineering-college,4 Years,,,,
Government Engineering College - Wayanad,https://www.collegesearch.in/colleges/government-engineering-college-wayanad,4 Years,"Rs 5,73,000/-",,"Average -Rs.
                                3 L.P.A/-",
"International institute of Inofrmation Technology (IIIT), Bangalore",https://www.collegesearch.in/university/international-institute-of-inofrmation-technology-iiit-bangalore,5 Years,"Rs 21,30,000/-",,,Deemed
"Sri Sivasubramaniya Nadar College of Engineering, Kancheepuram",https://www.collegesearch.in/colleges/sri-sivasubramaniya-nadar-college-of-engineering,4 Years,"Rs 1,60,000/-",,"Average -Rs.
                                5.0 L.P.A/-",
"KE Society&rsquo;s Rajarambapu Institute of Technology, Sangli",https://www.collegesearch.in/colleges/ke-societys-rajarambapu-institute-of-technology-sangli,4 Years,"Rs 3,48,000/-",,"Average -Rs.
                                2.26 L.P.A/-Highest -Rs.
                                8.00 L.P.A/-",
University School of Bio -Technology,https://www.collegesearch.in/colleges/university-school-of-bio-technology,4 Years,,,"Average -Rs.
                                3.5 L.P.A/-",
"BMS College of Engineering (BMSCE), Bangalore",https://www.collegesearch.in/colleges/bms-college-of-engineering-bmsce-bangalore,4 Years,,,"Average -Rs.
                                2.4 L.P.A/-",Autonomous
"Maharashtra Institute of Technology (MIT Maharashtra), Pune",https://www.collegesearch.in/colleges/maharashtra-institute-of-technology-mit-maharashtra-pune,4 Years,"Rs 7,00,272/-",,"Average -Rs.
                                2.75 L.P.A/-",
"Chaitanya Bharathi Institute of Technology, Hyderabad",https://www.collegesearch.in/colleges/chaitanya-bharathi-institute-of-technology-hyderabad,4 Years,"Rs 4,32,000/-",,"Average -Rs.
                                3.25 L.P.A/-",
"Kalinga Institute of Industrial Technology (KIIT), Bhubaneswar",https://www.collegesearch.in/university/kalinga-institute-of-industrial-technology-kiit-bhubaneswar,4 Years,"Rs 4,02,500/-",,,Deemed
"Chennai Institute of Technology, Chennai",https://www.collegesearch.in/colleges/chennai-institute-of-technology-chennai,4 Years,"Rs 2,00,000/-",,,
"Bannari Amman Institute of Technology, Erode",https://www.collegesearch.in/colleges/bannari-amman-institute-of-technology-erode,4 Years,Rs 1/-,,"Average -Rs.
                                3.25 L.P.A/-",
"Government College of Engineering, Aurangabad",https://www.collegesearch.in/colleges/government-college-of-engineering-aurangabad,4 Years,"Rs 2,35,027/-",,"Average -Rs.
                                4.5 L.P.A/-Highest -Rs.
                                8 L.P.A/-",
"BMS College of Engineering (BMSCE), Bangalore",https://www.collegesearch.in/colleges/bms-college-of-engineering-bmsce-bangalore,4 Years,,,"Average -Rs.
                                2.4 L.P.A/-",Autonomous
"BMS Institute of Technology and Management, Bangalore",https://www.collegesearch.in/colleges/bms-institute-of-technology-and-management-bangalore,4 Years,"Rs 1,83,600/-",,"Average -Rs.
                                4.96 L.P.A/-Highest -Rs.
                                26.03 L.P.A/-",
"Chaitanya Bharathi Institute of Technology, Hyderabad",https://www.collegesearch.in/colleges/chaitanya-bharathi-institute-of-technology-hyderabad,4 Years,"Rs 4,32,000/-",,"Average -Rs.
                                3.25 L.P.A/-",
"University Institute of Engineering & Technology (UIET), Chandigarh",https://www.collegesearch.in/colleges/university-institute-of-engineering-technology-uiet-chandigarh,4 Years,"Rs 3,02,000/-",,,
"Karpagam College of Engineering, Coimbatore",https://www.collegesearch.in/colleges/karpagam-college-of-engineering-coimbatore,4 Years,,,,Autonomous
"CMR College of Engineering & Technology, Hyderabad",https://www.collegesearch.in/colleges/cmr-college-of-engineering-technology-hyderabad,4 Years,"Rs 3,00,000/-",,,
"Symbiosis Institute of Technology [SIT], Pune",https://www.collegesearch.in/colleges/symbiosis-institute-of-technology-sit-pune,4 Years,"Rs 10,60,000/-",,,Deemed
"Madan Mohan Malaviya University of Technology, Gorakhpur",https://www.collegesearch.in/university/madan-mohan-malaviya-university-of-technology-gorakhpur,4 Years,"Rs 3,48,800/-",,,State University
"Dharmsinh Desai University (DDU), Nadiad",https://www.collegesearch.in/university/Dharmsinh-Desai-University-(DDU)-nadiad,4 Years,"Rs 1,80,000/-",,,State University
"Delhi Engineering College, Delhi",https://www.collegesearch.in/colleges/delhi-engineering-college-delhi,4 Years,"Rs 94,000/-",,"Average -Rs.
                                5.5 L.P.A/-Highest -Rs.
                                4 L.P.A/-",
"BIT Institute of Technology, Hindupur",https://www.collegesearch.in/colleges/bit-institute-of-technology,4 Years,"Rs 2,07,800/-",,"Average -Rs.
                                3 L.P.A/-Highest -Rs.
                                12 L.P.A/-",
"Madhav Institute of Technology & Science, Gwalior",https://www.collegesearch.in/colleges/madhav-institute-of-technology-science-gwalior,4 Years,,,,Autonomous
"Muzaffarpur Institute of Technology, Muzaffarpur",https://www.collegesearch.in/colleges/muzaffarpur-institute-of-technology-muzaffarpur,4 Years,,,,
"Indian Institute of Technology (IIT), Jodhpur",https://www.collegesearch.in/colleges/indian-institute-of-technology-iit-jodhpur,4 Years,"Rs 1,14,100/-",,"Average -Rs.
                                11 L.P.A/-Highest -Rs.
                                57 L.P.A/-",Autonomous
"Government College of Engineering & Textile Technology, Murshidabad",https://www.collegesearch.in/colleges/government-college-of-engineering-textile-technology-murshidabad,4 Years,"Rs 34,480/-",,,
"KLE Society&rsquo;s BV Bhoomaraddi College of Engineering & Technology, Hubli",https://www.collegesearch.in/colleges/kle-societys-bv-bhoomaraddi-college-of-engineering-technology-hubli,4 Years,"Rs 4,62,000/-",,,
"College of Agricultural Engineering, Raichur",https://www.collegesearch.in/colleges/college-of-agricultural-engineering-raichur,4 Years,,,,
"College of Technology & Engineering, Udaipur",https://www.collegesearch.in/colleges/college-of-technology-engineering-udaipur,4 Years,,,,
"Government College of Engineering and Leather Technology, Kolkata",https://www.collegesearch.in/colleges/government-college-of-engineering-and-leather-technology-kolkata,4 Years,,,,
"University Institute of Chemical Technology, Jalgaon",https://www.collegesearch.in/colleges/university-institute-of-chemical-technology-jalgaon,4 Years,,,,
"National Institute of Technology, Imphal",https://www.collegesearch.in/colleges/nit-manipur-imphal,4 Years,"Rs 2,95,800/-",,"Average -Rs.
                                5.5 L.P.A/-Highest -Rs.
                                14.1 L.P.A/-",Autonomous
"Kongu Engineering College, Erode",https://www.collegesearch.in/colleges/kongu-engineering-college-kec-erode,4 Years,"Rs 1,16,880/-",,"Average -Rs.
                                3.0 L.P.A/-",Autonomous
"Bhoj Reddy Engineering College for Women, Hyderabad",https://www.collegesearch.in/colleges/bhoj-reddy-engineering-college-for-women-hyderabad,4 Years,"Rs 2,00,800/-",,,
"CVR College of Engineering, Hyderabad",https://www.collegesearch.in/colleges/cvr-college-of-engineering,4 Years,"Rs 7,50,000/-",,"Average -Rs.
                                2.5 L.P.A/-",Autonomous
"Chitkara University, Chandigarh",https://www.collegesearch.in/university/chitkara-university-chandigarh,4 Years,"Rs 7,60,000/-",,,State Private University
"JNTU College of Engineering, Kakinada",https://www.collegesearch.in/colleges/jntu-college-of-engineering-kakinada,4 Years,"Rs 1,20,000/-",,"Average -Rs.
                                2.4 L.P.A/-",
"Vishwakarma Institute of Information Technology (VIIT), Pune",https://www.collegesearch.in/colleges/vishwakarma-institute-of-information-technology-viit-pune,4 Years,"Rs 7,37,316/-",,"Average -Rs.
                                3.12 L.P.A/-",
Mepco Schlenk Engineering College,https://www.collegesearch.in/colleges/mepco-schlenk-engineering-college,4 Years,"Rs 1,80,000/-",,"Average -Rs.
                                2.38 L.P.A/-",
"Chandigarh University (CU), Chandigarh",https://www.collegesearch.in/university/chandigarh-university-cu-chandigarh,4 Years,"Rs 7,84,000/-",,"Highest -Rs.
                                35 L.P.A/-",State Private University
"Lingaya University, Faridabad",https://www.collegesearch.in/university/lingayas-university-faridabad,4 Years,"Rs 6,60,000/-",,"Average -Rs.
                                3.5 L.P.A/-Highest -Rs.
                                16 L.P.A/-",Deemed
"Sinhgad College of Engineering, Pune",https://www.collegesearch.in/colleges/sinhgad-college-of-engineering-pune,4 Years,"Rs 7,60,608/-",,"Average -Rs.
                                3.2 L.P.A/-",
"Rajasthan Institute of Engineering & Technology (RIET), Jaipur",https://www.collegesearch.in/colleges/rajasthan-institute-of-engineering-technology-riet-jaipur,4 Years,"Rs 3,18,000/-",,"Average -Rs.
                                8.5 L.P.A/-Highest -Rs.
                                25 L.P.A/-",
"Jadavpur University Faculty Council of Engineering & Technology (JUFCET), Kolkata",https://www.collegesearch.in/colleges/jadavpur-university-faculty-council-of-engineering-technology-jufcet-kolkata,4 Years,,,,
"Sathyabama Institute of Science and Technology, Chennai",https://www.collegesearch.in/university/sathyabama-university-chennai,4 Years,"Rs 7,55,000/-",,,Deemed
"Sri Indu College of Engineering and Technology, Hyderabad",https://www.collegesearch.in/colleges/sri-indu-college-of-engineering-and-technology,4 Years,"Rs 3,16,000/-",,,
"Govt Engineering College, Ajmer",https://www.collegesearch.in/colleges/govt-engineering-college-ajmer,4 Years,"Rs 2,00,000/-",,"Average -Rs.
                                3.0 L.P.A/-Highest -Rs.
                                4.08 L.P.A/-",
"Pune Institute of Computer Technology - PICT, Pune",https://www.collegesearch.in/colleges/pune-institute-of-computer-technology-pune,4 Years,"Rs 3,84,000/-",,"Average -Rs.
                                3.95 L.P.A/-",
"Jabalpur Engineering College, Jabalpur",https://www.collegesearch.in/colleges/jabalpur-engineering-college-jabalpur,4 Years,"Rs 1,80,000/-",,,
"J.C. Bose University of Science and Technology, YMCA, Faridabad",https://www.collegesearch.in/colleges/ymca-university-of-science-and-technology-faridabad,4 Years,"Rs 3,35,840/-",,"Average -Rs.
                                3.35 L.P.A/-",State University
"Sant Longowal Institute of Engineering & Technology, Sangrur",https://www.collegesearch.in/university/sant-longowal-institute-of-engineering-technology,4 Years,"Rs 1,37,210/-",,,Deemed
"Veer Surendra Sai University of Technology, Sambalpur",https://www.collegesearch.in/colleges/veer-surendra-sai-university-of-technology-vssut-sambalpur,4 Years,"Rs 1,64,040/-",,"Average -Rs.
                                1.92 L.P.A/-Highest -Rs.
                                2.22 L.P.A/-",State University
"Malnad College of Engineering, Hassan",https://www.collegesearch.in/colleges/malnad-college-of-engineering-hassan,4 Years,"Rs 5,00,000/-",,,
"Maharaja Sayajirao University of Baroda, Baroda",https://www.collegesearch.in/university/maharaja-sayajirao-university-of-baroda,4 Years,"Rs 10,200/-",,"Average -Rs.
                                2.5 L.P.A/-",
"PES College of Engineering - PESCE, Mandya",https://www.collegesearch.in/colleges/pes-college-of-engineering-mandya,4 Years,,,,
"NSS College of Engineering, Palakkad",https://www.collegesearch.in/colleges/nss-college-of-engineering-palakkad,4 Years,"Rs 75,281/-",,"Average -Rs.
                                3.0 L.P.A/-",
"MLR Institute of Technology, Hyderabad",https://www.collegesearch.in/colleges/mlr-institute-of-technology-hyderabad,4 Years,"Rs 2,80,000/-",,"Average -Rs.
                                3.5 L.P.A/-Highest -Rs.
                                10 L.P.A/-",
"Sanjay Gandhi Institute of Dairy Technology, Patna",https://www.collegesearch.in/colleges/sanjay-gandhi-institute-of-dairy-technology-patna,4 Years,,,,
"Haryana College of Technology & Management (HCTM), Kaithal",https://www.collegesearch.in/colleges/haryana-college-of-technology-management-hctm-kaithal,4 Years,"Rs 3,36,000/-",,,
"STES Smt Kashibai Navale College of Engineering, Pune",https://www.collegesearch.in/colleges/stes-smt-kashibai-navale-college-of-engineering-pune,4 Years,"Rs 3,56,000/-",,"Average -Rs.
                                2.5 L.P.A/-Highest -Rs.
                                3 L.P.A/-",
"KLE Society&rsquo;s College of Engineering & Technology, Belgaum",https://www.collegesearch.in/colleges/kle-societys-college-of-engineering-technology-belgaum,4 Years,"Rs 4,00,000/-",,,
"Institute of Engineering & Technology, Indore",https://www.collegesearch.in/colleges/institute-of-engineering-technology-indore,4 Years,"Rs 2,23,640/-",,"Average -Rs.
                                4 L.P.A/-Highest -Rs.
                                9 L.P.A/-",
"Zakir Husain College of Engineering & Technology, Aligarh",https://www.collegesearch.in/colleges/zakir-husain-college-of-engineering-technology-aligarh,4 Years,"Rs 31,600/-",,"Average -Rs.
                                3.5 L.P.A/-Highest -Rs.
                                6.2 L.P.A/-",
